user_id,business_id,stars
105,1071,4.0
131,1281,5.0
102,1096,1.0
105,948,4.0
105,1100,5.0
22,1366,5.0
158,1088,5.0
105,806,3.0
105,1205,3.0
205,1105,5.0
105,750,4.0
105,1075,5.0
105,944,5.0
105,951,5.0
105,1378,3.0
229,1089,5.0
16,1321,5.0
105,1421,5.0
105,746,4.0
105,715,5.0
105,737,5.0
105,870,5.0
105,989,4.0
105,760,4.0
54,735,5.0
172,1037,5.0
105,1333,3.0
105,937,5.0
105,853,4.0
105,870,5.0
105,882,4.0
22,886,4.0
158,821,5.0
105,1300,5.0
111,1213,5.0
105,776,3.0
243,885,5.0
255,794,5.0
105,811,5.0
105,1149,2.0
105,799,5.0
105,1062,4.0
105,1328,4.0
248,1124,5.0
105,1277,5.0
172,943,3.0
174,886,5.0
105,1256,5.0
22,1083,5.0
105,1304,5.0
142,1047,5.0
105,714,5.0
105,1185,3.0
105,1345,4.0
105,1084,4.0
129,1125,5.0
97,1094,5.0
113,892,4.0
97,767,5.0
105,811,4.0
48,1077,4.0
238,855,4.0
258,1039,5.0
105,743,4.0
219,997,5.0
105,770,2.0
217,969,3.0
231,1340,3.0
105,1373,4.0
105,1227,4.0
105,811,5.0
105,775,4.0
105,847,4.0
54,834,5.0
105,1063,2.0
105,1254,5.0
105,987,4.0
105,867,4.0
158,1303,5.0
105,1260,5.0
105,1050,5.0
45,828,1.0
171,864,3.0
97,1108,2.0
105,944,5.0
105,995,5.0
157,1358,5.0
105,1414,4.0
54,1053,5.0
105,808,3.0
54,1115,5.0
105,1141,4.0
105,1129,4.0
105,1382,4.0
105,1277,5.0
105,1060,5.0
105,1152,4.0
105,1393,5.0
158,1383,4.0
105,1198,4.0
105,1273,4.0
105,1384,5.0
105,1069,3.0
105,1101,5.0
105,817,4.0
85,947,5.0
131,1194,4.0
105,1097,4.0
105,1209,5.0
105,1022,4.0
27,1087,5.0
48,1085,4.0
105,1239,5.0
105,965,4.0
97,993,5.0
105,1120,4.0
105,797,4.0
105,927,5.0
105,770,4.0
105,1376,3.0
131,1049,5.0
105,799,4.0
173,1268,1.0
242,950,1.0
105,1178,5.0
240,1111,1.0
157,1098,2.0
105,1218,5.0
158,852,5.0
105,980,3.0
11,990,4.0
105,1231,4.0
152,880,5.0
105,1014,5.0
105,1044,4.0
234,912,5.0
105,1262,5.0
11,1261,4.0
160,1270,1.0
231,1161,5.0
75,1411,4.0
105,1226,2.0
105,728,4.0
105,1067,2.0
185,825,5.0
105,1417,4.0
113,1334,2.0
97,1094,4.0
14,1169,4.0
14,970,3.0
54,741,5.0
220,1155,2.0
105,1273,5.0
45,1299,4.0
105,1069,3.0
105,1000,5.0
105,1195,4.0
238,734,3.0
105,736,4.0
105,863,3.0
105,1420,4.0
105,754,3.0
236,1134,3.0
14,832,5.0
105,1159,4.0
105,901,4.0
105,1214,5.0
105,1344,5.0
105,881,5.0
158,966,4.0
83,1496,3.0
36,1984,4.0
94,1758,5.0
54,1626,5.0
32,1568,4.0
155,1714,5.0
60,1639,4.0
54,1446,4.0
11,1435,3.0
48,1598,5.0
54,1626,5.0
107,1930,5.0
54,1966,3.0
83,2117,5.0
44,2112,4.0
6,1444,5.0
11,1938,5.0
48,1970,4.0
16,1777,3.0
14,1661,4.0
41,1769,5.0
83,1958,4.0
7,1526,2.0
27,1815,5.0
60,1649,4.0
33,1748,2.0
77,1508,4.0
136,1663,4.0
54,2088,5.0
198,2028,5.0
87,1849,5.0
81,1604,5.0
101,1605,4.0
83,1659,5.0
83,1655,4.0
111,1965,3.0
155,1487,3.0
11,1912,5.0
83,2008,5.0
65,1532,3.0
24,1755,5.0
65,1482,4.0
237,1772,5.0
83,1425,3.0
16,1494,5.0
150,1463,5.0
11,1613,5.0
150,2054,2.0
11,1600,5.0
1,1568,4.0
92,2027,4.0
62,1540,5.0
7,1713,4.0
114,1781,3.0
36,1700,3.0
7,1766,2.0
83,1659,2.0
54,1890,4.0
1,2021,4.0
33,2060,3.0
54,2068,4.0
7,2049,5.0
3,2053,2.0
20,1515,5.0
62,1830,2.0
35,1644,3.0
35,2013,4.0
54,2091,3.0
28,1850,5.0
186,1860,4.0
62,1645,4.0
18,1876,1.0
188,2048,4.0
11,1592,5.0
60,1543,4.0
27,1628,5.0
33,1816,3.0
33,1602,4.0
94,2114,5.0
53,1520,5.0
77,1814,4.0
11,1873,5.0
83,1676,5.0
94,1686,5.0
14,1656,2.0
48,1751,3.0
63,1664,5.0
65,1810,5.0
14,1878,3.0
54,1513,5.0
11,1963,5.0
81,2093,5.0
43,1863,4.0
54,1941,3.0
7,1523,2.0
14,1972,3.0
44,1457,3.0
71,1533,1.0
60,1629,3.0
41,1930,4.0
54,1778,2.0
106,1769,5.0
11,1659,3.0
54,1911,5.0
27,2038,5.0
11,2053,3.0
60,1585,3.0
11,1612,5.0
11,1564,2.0
33,1465,4.0
11,1933,2.0
54,2055,5.0
265,1702,2.0
18,2097,3.0
60,1486,3.0
114,1732,4.0
7,1837,1.0
99,1513,1.0
235,1559,2.0
54,1446,5.0
94,1693,4.0
89,1687,3.0
83,1506,4.0
153,1937,5.0
7,1959,5.0
111,1517,3.0
115,1749,1.0
106,1725,5.0
212,1918,4.0
1,2048,3.0
60,1821,3.0
27,1760,5.0
83,1695,5.0
33,1875,4.0
65,1536,3.0
128,1568,4.0
14,1974,4.0
224,1645,4.0
32,1462,4.0
152,1609,5.0
33,2071,5.0
33,1519,2.0
16,1908,4.0
6,1862,5.0
33,1955,3.0
223,1998,4.0
28,1452,5.0
74,1428,5.0
54,1555,3.0
54,1978,4.0
13,1524,2.0
210,1462,5.0
116,1942,4.0
3,2053,4.0
83,1929,5.0
54,1497,5.0
96,1599,4.0
33,1971,2.0
101,1464,4.0
225,1472,5.0
85,1642,5.0
11,1964,3.0
17,1493,5.0
18,1898,3.0
14,1749,4.0
33,2082,3.0
83,1594,5.0
74,1750,2.0
83,1525,3.0
28,1961,4.0
95,1996,5.0
115,1449,5.0
232,1530,5.0
62,1720,3.0
62,1468,4.0
226,1884,5.0
11,2077,5.0
32,1971,3.0
1,1475,3.0
101,1825,3.0
83,1962,5.0
203,1887,5.0
54,1583,5.0
151,1574,3.0
60,1987,4.0
83,1803,5.0
54,1822,5.0
107,1729,5.0
44,1639,5.0
98,1763,5.0
31,1948,3.0
11,2075,5.0
7,2041,4.0
33,1675,4.0
227,1472,5.0
7,1535,4.0
90,1517,5.0
106,1741,5.0
7,2013,4.0
83,2058,5.0
54,1937,5.0
232,1802,4.0
221,1900,3.0
83,1806,5.0
53,1451,5.0
76,1783,4.0
45,2106,4.0
83,1717,5.0
18,1879,1.0
98,1779,5.0
58,2041,3.0
48,1953,3.0
264,1480,3.0
1,2013,3.0
66,1566,1.0
54,2022,4.0
253,1525,3.0
166,1874,5.0
15,2045,4.0
110,1967,4.0
54,1527,5.0
43,1940,4.0
43,1767,5.0
251,1959,3.0
16,1494,5.0
46,1678,5.0
11,1612,4.0
16,1679,5.0
33,1994,4.0
71,1666,5.0
38,1971,4.0
157,1591,5.0
33,1646,4.0
18,1765,4.0
45,1721,3.0
71,2062,4.0
60,1707,3.0
62,2082,4.0
16,1579,3.0
14,1977,3.0
45,1855,3.0
28,1694,4.0
222,1812,5.0
54,1882,3.0
60,1979,4.0
60,2025,4.0
54,1576,4.0
43,2047,4.0
88,1885,5.0
7,1535,3.0
101,1927,2.0
27,1812,4.0
6,1484,5.0
83,2001,4.0
45,1737,4.0
54,2087,4.0
44,1471,4.0
43,1500,4.0
141,1780,5.0
11,2115,4.0
1,1986,4.0
36,1744,3.0
43,1567,5.0
83,1735,5.0
75,2015,1.0
5,1980,4.0
33,1482,3.0
58,1654,4.0
16,1494,5.0
14,1937,4.0
16,1703,5.0
11,1568,5.0
83,1480,5.0
60,1870,4.0
16,1505,4.0
16,1539,1.0
7,2080,1.0
141,1587,3.0
83,1716,3.0
85,2043,4.0
45,1518,4.0
6,1484,5.0
54,1943,4.0
47,1465,5.0
7,2003,2.0
18,1898,3.0
11,1971,5.0
54,1882,3.0
35,2017,2.0
60,1464,3.0
43,1685,5.0
94,1660,4.0
85,2056,5.0
30,1795,3.0
8,1472,4.0
94,1686,3.0
94,1969,5.0
33,1845,4.0
27,1829,3.0
43,2050,5.0
65,1742,2.0
31,1477,3.0
65,1587,3.0
43,1770,5.0
213,1917,5.0
199,1571,5.0
54,1934,2.0
101,1775,3.0
43,1508,3.0
54,1667,4.0
7,1949,2.0
280,1923,5.0
43,1921,5.0
18,1607,1.0
18,1617,4.0
111,1842,4.0
51,2079,4.0
14,2039,4.0
107,1622,5.0
58,1771,4.0
33,1710,1.0
107,1652,5.0
16,1481,4.0
16,1913,4.0
183,1663,4.0
23,1439,4.0
6,1749,5.0
88,2081,3.0
213,2032,4.0
16,1581,3.0
7,1643,3.0
60,1542,2.0
65,1619,2.0
267,1728,5.0
47,1592,2.0
54,1538,1.0
7,1886,3.0
58,2009,3.0
92,1588,4.0
58,1828,4.0
65,1560,2.0
58,1697,1.0
54,1660,3.0
123,1632,4.0
75,2069,2.0
18,1785,2.0
54,2092,5.0
199,1840,1.0
88,1634,5.0
54,1774,5.0
83,1554,4.0
16,1492,5.0
65,1669,3.0
33,1894,2.0
65,2110,4.0
193,2095,5.0
54,1446,4.0
65,1633,4.0
7,1757,5.0
16,1791,1.0
102,1598,2.0
115,1989,4.0
7,2052,2.0
34,1731,2.0
7,1949,3.0
23,1864,4.0
43,1851,5.0
88,1634,3.0
83,2011,5.0
58,1858,4.0
8,1561,4.0
11,1723,5.0
81,1983,1.0
14,1582,5.0
166,1625,4.0
18,2057,4.0
272,1995,5.0
14,1749,4.0
65,1765,4.0
159,1715,5.0
28,1522,5.0
123,1427,5.0
97,1503,4.0
55,1947,5.0
123,1427,2.0
58,1472,4.0
102,1598,4.0
65,2077,4.0
7,1818,4.0
62,2006,4.0
65,1589,4.0
11,1589,4.0
65,1680,4.0
71,1551,5.0
16,1581,2.0
79,1902,5.0
83,1615,2.0
58,1599,4.0
62,1575,4.0
8,2034,5.0
166,1768,4.0
285,1618,4.0
88,1976,4.0
141,1780,2.0
122,1855,4.0
54,1739,1.0
18,1988,4.0
35,1445,5.0
97,1962,5.0
68,2067,5.0
70,2107,5.0
28,2076,3.0
159,1856,5.0
33,1958,1.0
102,1510,4.0
83,2083,5.0
11,1617,4.0
162,1868,4.0
113,1603,3.0
8,2024,3.0
58,1811,5.0
123,1427,4.0
79,1782,3.0
123,1460,4.0
11,1431,3.0
182,1595,5.0
113,2073,5.0
101,1930,4.0
159,1505,1.0
102,2099,4.0
159,1853,5.0
65,1893,2.0
83,1627,4.0
65,1750,4.0
36,1989,3.0
88,1589,5.0
88,1657,5.0
159,1458,5.0
58,1991,5.0
65,1861,3.0
79,1462,4.0
98,2059,3.0
58,1916,3.0
199,2104,3.0
286,2039,4.0
113,1929,3.0
274,1997,4.0
58,1724,5.0
58,2036,5.0
58,2108,2.0
86,1529,1.0
92,1574,3.0
199,2104,5.0
235,1434,5.0
245,1826,1.0
85,1574,4.0
67,2110,3.0
70,2035,5.0
81,1443,5.0
46,1730,5.0
159,1957,3.0
54,1857,2.0
286,1596,4.0
58,1891,4.0
97,1962,5.0
172,1899,4.0
58,1959,5.0
83,1722,4.0
58,1797,4.0
65,1753,3.0
54,1488,4.0
51,2044,5.0
11,1553,4.0
113,1504,4.0
58,1635,2.0
115,1580,5.0
247,1723,5.0
159,1924,5.0
70,1734,3.0
97,1708,5.0
54,1944,5.0
123,2115,2.0
5,1794,1.0
173,1847,1.0
88,1990,3.0
11,1980,5.0
88,1844,5.0
95,1827,5.0
54,2098,1.0
113,1688,3.0
65,2056,5.0
60,1573,4.0
175,1621,5.0
145,1618,3.0
75,2108,2.0
173,1922,3.0
288,1498,5.0
89,1740,5.0
28,1485,1.0
241,1910,5.0
130,1593,5.0
16,2063,4.0
117,1428,4.0
5,1682,3.0
62,1954,5.0
43,1889,5.0
106,1611,5.0
152,1745,5.0
159,1492,5.0
48,1463,4.0
114,1640,4.0
171,2018,4.0
48,1623,5.0
7,2080,3.0
65,1808,2.0
41,2004,4.0
45,1601,4.0
45,1909,4.0
123,1897,4.0
117,1906,3.0
11,1544,3.0
28,2019,2.0
284,1462,2.0
138,1798,5.0
130,1815,4.0
11,1706,2.0
172,1610,4.0
11,1432,2.0
65,2007,4.0
152,2051,3.0
83,1698,4.0
54,1557,5.0
11,1544,1.0
48,1528,5.0
54,1799,1.0
5,2096,3.0
160,1859,5.0
11,1544,5.0
54,1773,5.0
54,1434,5.0
106,1702,5.0
7,1692,1.0
113,1846,4.0
83,1903,5.0
162,1574,4.0
87,1534,5.0
45,1653,4.0
54,1985,1.0
113,2040,3.0
29,1546,3.0
35,1674,5.0
195,1660,5.0
172,1804,5.0
149,1866,5.0
81,1489,5.0
113,2010,4.0
7,2046,2.0
83,1832,5.0
114,1823,3.0
11,1620,4.0
278,1973,4.0
172,2105,4.0
113,1504,2.0
172,2086,3.0
113,1685,4.0
172,1788,5.0
94,1552,5.0
142,1466,5.0
142,1547,5.0
108,1440,3.0
154,1783,2.0
88,1816,4.0
133,1914,5.0
113,1436,4.0
290,1790,5.0
65,1541,4.0
174,2064,5.0
65,1549,3.0
54,1467,5.0
83,1709,3.0
133,1558,3.0
130,1815,5.0
113,1537,3.0
94,1718,3.0
152,1563,5.0
14,1824,1.0
152,1747,5.0
123,1468,1.0
160,2033,4.0
156,1507,3.0
152,1609,5.0
61,1472,5.0
83,1761,5.0
105,1641,4.0
105,1614,4.0
152,1764,4.0
98,1796,5.0
195,1833,1.0
131,1677,5.0
135,1472,5.0
4,1691,1.0
149,1530,4.0
6,1647,5.0
114,1883,4.0
14,1574,4.0
45,1975,3.0
220,1786,3.0
83,1981,1.0
79,1668,3.0
54,1711,5.0
114,1779,5.0
250,1600,5.0
105,1624,5.0
11,1658,4.0
229,1895,4.0
152,1789,4.0
171,1545,5.0
175,1650,5.0
105,2081,3.0
83,1456,5.0
11,2023,4.0
130,1815,5.0
287,1638,1.0
54,2103,5.0
114,1752,5.0
18,1867,5.0
131,1935,5.0
83,1673,5.0
107,1550,4.0
171,1762,4.0
286,2039,1.0
142,1812,5.0
31,1447,5.0
162,1462,2.0
174,1910,5.0
65,1920,4.0
113,1896,4.0
293,1572,5.0
175,1800,5.0
152,1562,5.0
279,2078,5.0
177,1787,3.0
174,1445,4.0
89,1790,5.0
54,1584,5.0
114,1767,3.0
105,1871,3.0
105,1810,3.0
172,2050,5.0
291,1950,5.0
236,1462,3.0
233,1880,5.0
105,1495,2.0
270,1501,3.0
108,1524,3.0
43,1843,5.0
123,1723,4.0
158,1878,3.0
97,1754,5.0
292,1905,4.0
114,1740,5.0
85,1993,4.0
130,1892,5.0
152,1531,5.0
65,1780,2.0
54,2085,5.0
14,2034,5.0
171,1590,4.0
14,1945,4.0
175,1925,5.0
158,1836,3.0
105,1570,4.0
105,2118,4.0
105,2006,5.0
54,1941,4.0
97,1708,3.0
129,1502,5.0
152,1466,5.0
158,1783,5.0
105,1885,5.0
54,1568,5.0
81,1478,5.0
105,1565,5.0
133,1927,4.0
48,1597,5.0
83,1743,5.0
61,1574,5.0
171,1865,4.0
105,1869,4.0
48,1559,5.0
142,2042,5.0
152,1609,4.0
239,1888,4.0
131,1689,5.0
152,2065,4.0
54,1915,5.0
293,1684,4.0
129,1982,3.0
105,1441,4.0
22,2013,4.0
44,1932,3.0
129,2019,5.0
105,1631,3.0
105,1606,4.0
105,1834,5.0
105,1904,4.0
105,2101,3.0
105,1848,4.0
105,1971,4.0
271,1937,5.0
105,1670,4.0
105,1636,4.0
105,1712,5.0
124,1960,1.0
105,2117,5.0
105,2089,4.0
105,1817,4.0
105,1683,3.0
105,1608,4.0
157,1665,4.0
105,2005,4.0
158,1749,5.0
105,1969,3.0
105,2029,4.0
41,1831,5.0
105,1429,5.0
105,1600,4.0
105,1617,3.0
105,1808,1.0
105,1521,4.0
105,1617,4.0
54,1657,5.0
105,1473,4.0
105,1476,4.0
158,1956,4.0
105,1450,5.0
105,1608,5.0
105,2090,2.0
105,1442,5.0
174,1454,5.0
105,2089,4.0
105,1946,4.0
105,2115,4.0
105,1907,4.0
105,1999,4.0
158,1972,5.0
105,2071,5.0
172,1548,5.0
105,1474,4.0
105,1512,3.0
105,2061,5.0
105,1671,2.0
105,1941,4.0
105,1931,4.0
105,1577,4.0
105,1834,5.0
217,1574,4.0
105,1727,3.0
97,1939,5.0
105,1608,5.0
105,1499,4.0
105,1438,4.0
105,1491,2.0
158,2020,5.0
105,1816,2.0
105,1872,5.0
105,1989,4.0
105,1838,4.0
158,1919,5.0
105,1801,4.0
105,1928,4.0
105,1592,4.0
105,1438,4.0
105,1490,5.0
105,1838,3.0
105,1810,5.0
105,1675,4.0
105,1589,4.0
105,1955,4.0
105,1455,4.0
105,1809,3.0
45,1779,4.0
105,2072,5.0
105,1648,5.0
172,1630,5.0
105,2117,2.0
105,1681,5.0
105,2109,4.0
105,2037,4.0
105,1673,5.0
85,1901,4.0
105,1448,4.0
105,2030,4.0
105,1990,5.0
105,1761,5.0
105,1819,2.0
105,2111,4.0
129,1726,5.0
105,1430,4.0
105,2002,3.0
105,2116,5.0
105,1809,5.0
105,2012,5.0
158,1878,5.0
105,2094,4.0
105,1699,4.0
105,1433,5.0
105,1746,5.0
105,2012,3.0
105,1748,5.0
105,1951,5.0
129,2026,5.0
105,2097,2.0
283,1792,4.0
54,1453,5.0
105,1805,3.0
45,1736,4.0
105,1497,4.0
145,1854,4.0
105,1559,4.0
105,2031,3.0
105,1607,3.0
162,2008,3.0
105,1793,4.0
105,1434,4.0
283,1459,3.0
105,1465,5.0
105,2000,4.0
105,1465,5.0
105,1943,4.0
105,1733,5.0
105,2094,4.0
105,2066,5.0
105,1839,4.0
105,1784,4.0
105,1696,4.0
105,1877,3.0
129,1807,4.0
105,1483,5.0
105,1835,4.0
105,1569,5.0
105,2100,4.0
105,1479,4.0
124,1705,5.0
105,1841,5.0
105,1690,5.0
105,2016,5.0
105,1999,3.0
48,1738,3.0
105,1776,1.0
105,1952,4.0
105,1967,5.0
105,1607,3.0
105,1509,5.0
107,1514,2.0
105,1744,5.0
105,1437,5.0
105,1719,2.0
105,1469,4.0
105,1672,5.0
105,2007,5.0
105,2084,5.0
105,1516,4.0
105,1813,3.0
105,1696,3.0
105,1556,4.0
105,2113,3.0
105,1586,4.0
105,1637,3.0
105,2102,3.0
105,1756,3.0
14,1701,3.0
105,1871,4.0
105,1651,4.0
105,2074,3.0
105,1578,5.0
54,1616,5.0
105,1954,5.0
105,1968,5.0
105,1648,5.0
158,1759,3.0
273,1568,3.0
105,1426,5.0
97,1511,5.0
105,1936,4.0
105,1820,5.0
105,1992,4.0
105,1606,4.0
105,2014,3.0
105,1461,4.0
105,1662,4.0
105,1470,4.0
105,1881,4.0
97,1926,5.0
105,1980,4.0
97,2070,4.0
105,2092,4.0
105,1592,5.0
105,1852,4.0
105,1704,1.0
105,1676,5.0
54,2056,5.0
105,1586,3.0
188,2424,4.0
90,2434,5.0
83,2526,5.0
18,2556,5.0
11,2600,4.0
83,2457,5.0
58,2250,4.0
163,2349,4.0
16,2324,3.0
289,2506,1.0
14,2383,3.0
54,2722,5.0
114,2438,5.0
54,2137,4.0
62,2158,3.0
11,2409,3.0
14,2662,3.0
7,2619,3.0
14,2751,4.0
43,2653,3.0
54,2577,4.0
197,2551,5.0
16,2252,1.0
106,2393,3.0
35,2272,3.0
98,2564,5.0
7,2408,4.0
83,2403,3.0
11,2218,5.0
114,2572,5.0
117,2260,3.0
276,2591,5.0
81,2297,5.0
36,2287,3.0
54,2640,3.0
54,2390,5.0
54,2454,5.0
54,2609,4.0
16,2145,3.0
11,2431,4.0
18,2437,5.0
11,2677,4.0
277,2692,4.0
67,2488,4.0
49,2519,4.0
54,2359,5.0
16,2666,5.0
60,2189,3.0
7,2313,5.0
7,2202,5.0
145,2240,4.0
140,2152,4.0
90,2686,5.0
14,2192,3.0
110,2347,5.0
3,2574,5.0
33,2126,4.0
18,2529,3.0
35,2682,3.0
83,2479,4.0
0,2155,2.0
31,2675,5.0
14,2382,4.0
6,2599,4.0
60,2730,3.0
11,2192,5.0
54,2533,4.0
7,2236,2.0
281,2593,5.0
0,2489,5.0
42,2700,2.0
83,2579,3.0
62,2722,4.0
85,2192,4.0
41,2451,4.0
5,2150,4.0
11,2342,5.0
1,2181,3.0
11,2264,3.0
65,2435,4.0
54,2563,5.0
242,2523,3.0
14,2192,3.0
65,2222,5.0
54,2359,5.0
18,2437,5.0
62,2634,1.0
216,2725,5.0
184,2718,4.0
65,2623,4.0
266,2689,5.0
48,2561,2.0
35,2540,4.0
54,2533,4.0
11,2446,2.0
124,2371,2.0
62,2353,1.0
54,2709,4.0
5,2468,5.0
63,2475,5.0
94,2437,2.0
47,2692,2.0
114,2597,4.0
60,2135,4.0
11,2239,3.0
163,2660,5.0
83,2567,4.0
60,2394,3.0
288,2696,5.0
4,2279,4.0
7,2532,5.0
54,2563,4.0
16,2552,4.0
43,2636,4.0
167,2329,5.0
137,2214,2.0
44,2706,2.0
16,2595,4.0
65,2641,3.0
94,2249,2.0
16,2266,4.0
16,2702,5.0
65,2310,5.0
1,2123,4.0
100,2292,3.0
83,2461,5.0
43,2493,5.0
85,2455,4.0
6,2412,3.0
19,2538,4.0
16,2384,1.0
11,2685,4.0
44,2476,2.0
45,2215,3.0
101,2245,4.0
3,2472,3.0
282,2515,4.0
7,2716,3.0
83,2138,5.0
27,2157,2.0
185,2257,3.0
16,2237,4.0
14,2694,3.0
18,2255,4.0
83,2544,5.0
36,2468,4.0
45,2674,4.0
33,2719,3.0
135,2364,5.0
16,2237,1.0
275,2536,1.0
64,2323,2.0
111,2419,4.0
33,2663,5.0
269,2510,4.0
27,2613,4.0
98,2188,5.0
18,2255,5.0
7,2280,1.0
85,2584,3.0
54,2742,4.0
7,2368,2.0
43,2739,3.0
5,2672,4.0
83,2513,5.0
83,2343,4.0
67,2457,3.0
28,2130,5.0
82,2567,1.0
98,2417,5.0
33,2514,4.0
106,2429,3.0
33,2692,4.0
101,2496,4.0
24,2396,4.0
14,2192,3.0
157,2194,4.0
85,2543,4.0
11,2623,3.0
27,2594,2.0
27,2120,5.0
62,2296,3.0
268,2736,5.0
30,2198,4.0
16,2311,4.0
11,2664,1.0
85,2427,4.0
184,2456,1.0
54,2137,4.0
11,2195,5.0
62,2232,4.0
83,2332,3.0
27,2285,3.0
23,2564,3.0
83,2312,5.0
95,2148,5.0
58,2314,4.0
54,2234,2.0
101,2420,4.0
83,2453,5.0
67,2453,4.0
11,2287,3.0
6,2308,5.0
54,2163,3.0
54,2460,4.0
4,2142,4.0
163,2548,5.0
65,2463,4.0
62,2727,2.0
54,2265,5.0
58,2407,2.0
71,2688,1.0
16,2334,1.0
153,2192,4.0
113,2635,4.0
70,2691,3.0
114,2374,4.0
315,2464,4.0
6,2276,1.0
18,2422,5.0
16,2237,4.0
89,2624,5.0
122,2713,4.0
213,2217,4.0
85,2296,4.0
54,2294,3.0
212,2352,5.0
83,2375,3.0
124,2634,1.0
62,2287,3.0
44,2131,2.0
18,2191,4.0
83,2274,5.0
60,2608,4.0
85,2296,4.0
65,2254,2.0
71,2242,5.0
7,2423,4.0
17,2682,5.0
107,2470,4.0
212,2592,4.0
33,2626,2.0
7,2652,4.0
286,2147,3.0
41,2446,4.0
54,2124,4.0
18,2406,4.0
67,2598,3.0
29,2711,3.0
95,2304,1.0
18,2692,4.0
14,2684,4.0
117,2539,5.0
1,2750,3.0
162,2185,5.0
162,2588,4.0
16,2224,5.0
65,2646,4.0
159,2425,5.0
44,2245,4.0
95,2630,5.0
67,2220,3.0
29,2590,3.0
18,2161,4.0
202,2671,4.0
16,2632,5.0
14,2565,3.0
58,2271,5.0
58,2228,3.0
76,2548,5.0
33,2663,5.0
286,2376,5.0
81,2169,5.0
75,2350,5.0
58,2503,2.0
16,2661,2.0
7,2621,2.0
62,2627,4.0
97,2190,4.0
48,2206,4.0
11,2443,3.0
123,2132,5.0
46,2459,3.0
85,2318,1.0
83,2649,5.0
16,2483,4.0
83,2692,3.0
3,2612,4.0
33,2668,3.0
11,2159,4.0
28,2495,2.0
110,2138,5.0
116,2570,4.0
16,2212,5.0
115,2468,5.0
123,2446,4.0
113,2601,4.0
14,2336,4.0
65,2687,3.0
304,2699,2.0
54,2524,4.0
14,2192,4.0
14,2669,3.0
299,2167,5.0
40,2446,4.0
79,2330,4.0
101,2703,4.0
16,2334,5.0
83,2482,5.0
88,2554,5.0
16,2298,4.0
142,2673,2.0
58,2261,4.0
61,2573,5.0
65,2431,3.0
229,2260,1.0
94,2370,2.0
65,2389,4.0
83,2715,5.0
133,2300,3.0
126,2170,1.0
33,2418,3.0
48,2123,5.0
8,2401,4.0
60,2269,2.0
325,2743,5.0
58,2293,5.0
62,2677,3.0
123,2175,5.0
6,2710,3.0
89,2624,5.0
16,2253,5.0
114,2466,3.0
83,2588,4.0
161,2449,2.0
58,2733,4.0
94,2370,5.0
1,2645,4.0
69,2720,5.0
58,2602,5.0
155,2387,5.0
65,2299,3.0
3,2626,4.0
11,2205,3.0
272,2549,3.0
308,2212,5.0
152,2300,2.0
54,2231,1.0
43,2542,3.0
102,2687,4.0
58,2180,5.0
58,2490,5.0
183,2617,3.0
155,2387,5.0
65,2553,3.0
161,2530,5.0
113,2636,4.0
86,2160,5.0
37,2314,3.0
97,2335,2.0
123,2659,4.0
113,2339,4.0
162,2401,5.0
43,2380,4.0
65,2563,3.0
303,2633,1.0
163,2270,5.0
294,2638,4.0
123,2244,3.0
83,2683,3.0
54,2398,4.0
54,2444,5.0
85,2596,4.0
11,2192,2.0
58,2203,5.0
89,2409,5.0
43,2156,4.0
147,2500,4.0
67,2187,5.0
129,2241,5.0
296,2482,5.0
58,2322,4.0
207,2481,5.0
298,2442,5.0
58,2303,5.0
96,2559,4.0
107,2388,4.0
14,2383,3.0
14,2192,3.0
54,2436,4.0
95,2230,2.0
114,2564,3.0
113,2235,3.0
99,2315,5.0
306,2197,2.0
94,2628,3.0
83,2714,5.0
29,2410,1.0
18,2547,3.0
32,2229,4.0
33,2634,1.0
27,2518,3.0
4,2273,3.0
142,2225,5.0
278,2226,5.0
123,2534,5.0
66,2305,5.0
154,2290,5.0
18,2139,5.0
85,2258,5.0
83,2649,5.0
43,2338,5.0
41,2240,4.0
229,2446,3.0
199,2373,5.0
14,2225,4.0
142,2575,5.0
33,2541,4.0
133,2603,3.0
135,2510,5.0
63,2426,2.0
309,2331,5.0
81,2723,4.0
157,2648,5.0
113,2644,3.0
45,2521,4.0
278,2699,1.0
33,2161,5.0
57,2603,5.0
155,2387,5.0
70,2511,5.0
323,2637,5.0
160,2540,4.0
45,2690,3.0
16,2172,4.0
7,2471,2.0
105,2378,4.0
65,2641,1.0
54,2346,5.0
44,2136,2.0
129,2747,5.0
51,2396,4.0
54,2611,5.0
245,2217,5.0
45,2441,1.0
0,2209,4.0
85,2528,5.0
142,2340,5.0
11,2402,3.0
106,2171,3.0
65,2556,5.0
113,2643,5.0
54,2281,5.0
113,2268,4.0
11,2520,3.0
105,2294,5.0
58,2314,1.0
121,2193,4.0
54,2295,5.0
11,2227,4.0
94,2447,3.0
54,2403,5.0
227,2711,5.0
58,2736,4.0
113,2558,5.0
145,2183,4.0
45,2405,4.0
27,2662,4.0
159,2740,5.0
5,2275,4.0
18,2249,4.0
62,2744,5.0
54,2581,4.0
88,2485,3.0
220,2413,1.0
270,2192,4.0
159,2557,5.0
133,2391,5.0
83,2406,4.0
45,2517,4.0
4,2200,5.0
7,2670,3.0
113,2133,4.0
114,2629,5.0
158,2345,5.0
34,2582,5.0
105,2463,5.0
145,2634,3.0
54,2366,5.0
