business_id,name,stars,review_count
1599,R & O Restaurant,3.5,340
1600,The Farm and Fisherman Tavern,4.0,709
1601,Fitlife Foods - South Tampa,4.0,85
1602,Lacroix Restaurant at The Rittenhouse,4.5,434
1603,McDonald's,2.5,35
1604,Trevor Waldron The Men's Hair Specialist,5.0,47
1605,Cafe Poca Cosa,4.0,1306
1606,Lowe's Home Improvement,2.0,18
1607,Misconduct Tavern,3.5,396
1608,The Foodery at Rittenhouse,4.0,265
1609,Sushi 7,3.5,287
1610,Taaza Mart,3.5,22
1611,Interstate All Battery Center,4.5,7
1612,Collingswood Farmers' Market,4.5,48
1613,Constellation Collective,4.5,74
1614,Via Locusta,4.5,144
1615,McKenzie Brew House,3.0,162
1616,Trader Joe's,4.0,93
1617,Woksabi Now Known as Chow's Chinese Restaurant,3.5,126
1618,Rusty Bellies,4.5,1421
1619,Carollo's,4.0,26
1620,Brooklyn Original Pizzeria,4.5,108
1621,Crown Jewel Watch and Jewelry Repair,4.5,6
1622,Scott & Co,4.5,187
1623,Edgar Allan Poe House,4.5,85
1624,Penn Museum,4.5,113
1625,Brothers Bar & Grill,3.5,124
1626,Scott Kia Of Springfield,2.5,61
1627,Lucky Star Asian Cuisine,4.0,127
1628,Aficionauto,5.0,16
1629,Joy Garden,3.0,75
1630,Mekenita Cantina,4.0,276
1631,Caffe Maida,3.5,21
1632,Amy's Omelette House,4.0,188
1633,Coconut Breeze Cuisine,3.0,94
1634,Bronze Table,4.0,14
1635,Rouses Market,3.0,29
1636,Broad Street Diner,3.0,146
1637,Ela,4.0,323
1638,Taco Bell,2.0,20
1639,Shanaz,4.5,71
1640,Tampa Blue Crab and Seafood Market,4.0,33
1641,Nomad Roman Pizza,4.0,286
1642,Holiday Ice Cream,4.0,32
1643,Little Vic's,4.0,186
1644,Jamba,4.0,37
1645,Sofitel Philadelphia,4.0,373
1646,Radicchio Cafe,4.0,309
1647,Home Port Marina,4.0,7
1648,Palm Tree Gourmet,4.5,63
1649,Intermountain Pet Hospital,3.5,44
1650,Indys Burger Joint,4.5,45
1651,Fiore Fine Foods,4.5,89
1652,Bar 29,4.5,106
1653,Ducky's Sports Lounge,3.5,262
1654,Somethin' Else Cafe,3.0,149
1655,Basta Pasta,3.0,125
1656,Boomtown Reno,2.5,385
1657,A La Mousse,4.5,691
1658,Mister Meat,3.5,5
1659,Conshohocken Cafe,3.5,269
1660,IKEA,3.0,365
1661,Korean Barbie Q,3.5,168
1662,Las Vegas Lounge,3.0,93
1663,Gimeal Cafe,4.5,297
1664,San Roque Pet Hospital,3.5,66
1665,Lazeez,3.5,121
1666,Los Panchos,3.5,80
1667,Fleming’s Prime Steakhouse & Wine Bar,4.0,244
1668,Taco Dirty,4.5,399
1669,Dunkin' Donuts,3.5,10
1670,Chickie's & Pete's,3.0,101
1671,Rae,3.5,16
1672,Underground Arts,3.5,75
1673,Little Nonna's,4.0,1147
1674,Sweet Handkraft,4.5,273
1675,Jakes Sandwich Board - 12th St,4.0,368
1676,Di Bruno Bros.,4.0,550
1677,Tlaolli,5.0,209
1678,Spirits On Bourbon,3.5,394
1679,Apple La Encantada,3.0,202
1680,Kif's Sports Bar and Hookah Lounge,3.5,25
1681,Zoes Kitchen,4.5,44
1682,The Well Coffeehouse,4.5,74
1683,Old Towne and Sannas,3.0,95
1684,Jimmy's Crows Nest,3.5,198
1685,AAA Carrollwood,3.5,16
1686,Wasabi Japanese's Cuisine,3.5,87
1687,Mission BBQ,4.5,192
1688,CVS Pharmacy,2.0,6
1689,The Garden Table,4.5,664
1690,Choolaah,4.0,354
1691,Jefferson Animal Hospital,4.5,38
1692,Southern Animal Foundation Clinic,3.5,74
1693,Lowe's Home Improvement,2.5,48
1694,Seamus McDaniel's,4.0,357
1695,P S & Co,4.0,437
1696,Maggiano's Little Italy,3.5,676
1697,Courtyard Grill,4.0,57
1698,Tarka Restaurant,2.5,78
1699,Party City,2.5,27
1700,Bar Louie - Tampa,4.0,451
1701,National Car Rental,4.5,12
1702,Gino's Italian Ristorante,4.0,365
1703,SWS Electronics & Computers,3.5,71
1704,Trolley Car Cafe,3.5,261
1705,Caesars Superdome,4.0,270
1706,Kay Nails,3.5,59
1707,Pastry Perfection,3.5,86
1708,Colebrookdale Railroad,4.5,29
1709,SOMO Manayunk,3.5,288
1710,Fine Wine & Good Spirits,2.5,11
1711,Peter J. Camiel Travel Plaza,4.0,21
1712,Maple Shade Custard Stand,4.5,115
1713,Merchant,4.0,649
1714,Gandolfo's New York Deli,2.5,26
1715,Sew Perfectly,5.0,62
1716,Station Bistro,3.0,90
1717,The Kitch'n: Southern & Caribbean Cuisine,4.0,5
1718,B.GOOD,3.0,106
1719,Tastebuds Market & Catering,3.5,23
1720,Rho Ristorante Discoteca,2.0,56
1721,MacDinton's Soho,3.0,208
1722,Sedona Taphouse,3.5,185
1723,Dalessandro’s Steaks & Hoagies,4.0,2686
1724,DXL,4.5,10
1725,Moe Joe's Breakfast Eatery,4.5,697
1726,Mykonos,4.5,410
1727,Divan Turkish Kitchen,3.0,84
1728,Buzz Nola Bike Tours & Rentals,5.0,222
1729,Caffe Luce,4.5,321
1730,Boise Fry Company,4.0,145
1731,Dunkin',1.5,27
1732,Bonefish Grill,3.5,160
1733,Mainland Inn,4.0,57
1734,Sonobana Japanese Restaurant and Grocery,4.0,277
1735,Pho Thai Nam Restaurant,4.0,500
1736,Tailor's Corner,3.5,21
1737,Wimauma,3.0,82
1738,The Bourse Food Hall,4.0,95
1739,Wawa,2.0,9
1740,Lolis Mexican Cravings,4.5,1449
1741,Norton's Pastrami & Deli,4.5,492
1742,Pep Boys,2.0,43
1743,Three Brothers Grill,4.0,56
1744,west elm,2.5,76
1745,Nikos Greek Kitchen,4.0,172
1746,Berkshire Hathaway HomeServices Fox & Roach,3.0,26
1747,Johnny's Ristorante Italiano,4.5,460
1748,Linvilla Orchards,3.5,405
1749,Reno-Tahoe International Airport,4.0,583
1750,Ishkabibble's,4.0,722
1751,PJ's Coffee,3.5,114
1752,Jazzy's BBQ,4.0,278
1753,Connie Mac's Irish Pub,3.0,56
1754,Popeyes Louisiana Kitchen,2.0,41
1755,Chino's Rock & Tacos,3.0,22
1756,b2 Salon,3.5,48
1757,Spa Isbell,4.0,71
1758,Suki Hana,4.0,15
1759,GameStop,3.0,13
1760,Santa Barbara Museum of Natural History,4.0,119
1761,Philadelphia Distilling,5.0,182
1762,Sparks Florist,4.5,69
1763,Chihuahua Mexican Grill,4.0,173
1764,Brauhaus 701,3.5,142
1765,Tequilas Restaurant,4.0,753
1766,Barcadia,3.0,403
1767,Señor Tequila Mexican Restaurant - Tampa,4.0,280
1768,Thai Paradise,4.0,296
1769,Pima Air & Space Museum,4.5,350
1770,Winn Dixie,3.5,12
1771,Zoes Kitchen,3.5,76
1772,Portofino Mediterranean Grill,4.5,7
1773,Lidl,4.0,35
1774,Hall Of Fame Club,4.5,18
1775,Korea House,4.0,135
1776,Mace's Crossing,3.0,124
1777,Armitage Wine Lounge & Cafe,3.5,131
1778,Burlap And Bean Coffee,4.0,99
1779,Cooper's Hawk Winery & Restaurants - Tampa,4.0,1154
1780,Booker's Restaurant and Bar,3.5,276
1781,Nosh,2.0,57
1782,Cat's Meow,3.5,455
1783,Peg's Glorified Ham and Eggs,4.0,404
1784,Lord + Taylor,2.5,15
1785,QDOBA Mexican Eats,3.5,62
1786,Lilly's Nails & Spa,4.5,264
1787,Paciugo Gelato & Caffe,4.5,423
1788,Tijuana Flats,4.0,94
1789,"Ramen, etc.",3.5,73
1790,King of the Coop,4.5,498
1791,Five Guys,3.5,118
1792,India Sizzling,4.0,187
1793,Green Line Cafe,3.5,51
1794,The Italian Kitchen,2.5,92
1795,The Moon Under Water,3.5,594
1796,The Big Easy,4.0,191
1797,Walgreens,2.5,11
1798,Sachi Ramen And Robata Bar,4.0,324
1799,Kirkland's,4.0,5
1800,Mimi Blue Meatballs,4.0,567
1801,Kennett,4.0,144
1802,New Orleans Food and Spirits,4.0,443
1803,Dunkin',2.0,13
1804,Cali - South Tampa,4.5,224
1805,Kraftwork,4.0,559
1806,D'Ascenzo's Gelato,5.0,95
1807,Starbucks,1.5,24
1808,Walmart,1.5,66
1809,Le Chic Nails,3.0,79
1810,Salon Soha,4.5,11
1811,Big Easy Sportsplex,4.0,6
1812,Roxy,4.0,570
1813,Pizzacato,3.0,129
1814,Mikel's the Paul Mitchell Experience,5.0,38
1815,Shoreline Beach Cafe,4.0,534
1816,Gianfranco Pizza Rustica,4.0,247
1817,Beachbum Berry's Latitude 29,4.0,389
1818,Mardi Gras New Orleans,4.5,22
1819,Fine Wine & Good Spirits,2.0,29
1820,Thomas Jefferson University Hospital,2.5,133
1821,Johnny Carino's,2.5,111
1822,Scott Honda Of West Chester,3.0,90
1823,Holiday Inn Express New - Orleans Downtown,2.0,68
1824,Alamo Rent A Car,3.0,70
1825,Hollister Brewing Company,3.5,550
1826,Adventure Island,3.0,183
1827,Jockamo Upper Crust Pizza,4.5,573
1828,Fat Catz,3.0,115
1829,Costco Wholesale,3.0,255
1830,Love Park,3.5,207
1831,The Tampa Riverwalk,4.5,206
1832,Yiro Yiro,4.5,163
1833,Mt. Holly Motorsports,4.0,15
1834,Dig,4.5,96
1835,David's Mai Lai Wah,3.0,522
1836,Walgreens,2.0,85
1837,Copeland's Cheesecake Bistro,2.5,322
1838,OCF Coffee House,3.5,148
1839,Tired Hands Biergarten,4.0,16
1840,K T Nails,3.0,69
1841,Lou Lou Boutique,4.5,15
1842,Riverfront Park,3.5,38
1843,ALDI,4.0,23
1844,TAP Esports Center,4.5,10
1845,Taco Loco,4.5,93
1846,Riverview Public Library,3.5,11
1847,Jimmy John's,3.0,37
1848,Kiwi Frozen Yogurt,4.5,27
1849,Lake Harbor Dental,4.5,18
1850,Catholic Student Center At Washington University,5.0,5
1851,Starbucks,3.0,96
1852,Jerry's Bar,3.5,424
1853,Ha Long Bay,4.0,241
1854,Mascoutah Steak House,3.5,51
1855,The Capital Grille,4.0,397
1856,May's Counter Chicken And Waffles,3.5,408
1857,Planet Fitness,3.5,17
1858,Paws & Claws Grooming Salon,2.5,8
1859,Saltine Fine Food and Drink,4.0,291
1860,Blenders In The Grass,4.0,239
1861,Loft Bar,2.0,9
1862,Lagerhaus Brewery & Grill,3.5,155
1863,Cigar City Brewpub,3.5,303
1864,Rockfire Grill,4.5,1246
1865,Sparks Water Bar,4.0,110
1866,Namaste,4.5,8
1867,Elmwood Family Physicians,2.5,14
1868,The Cheesecake Factory,3.0,664
1869,Ambler Theater,5.0,74
1870,Wiseguy Pizza Pie,4.0,71
1871,Grooveground,4.0,97
1872,Cook,4.5,50
1873,Yoga for Living Wellness Center,5.0,5
1874,Long's Bakery,4.5,533
1875,Little Thai Market,4.0,189
1876,NTB - National Tire & Battery,2.5,30
1877,Georgine's Restaurant,3.0,131
1878,Circus Circus Reno,2.5,1249
1879,Forever Nails,3.0,13
1880,BBC Nashville,5.0,30
1881,Wrap Shack,3.5,90
1882,Plymouth Meeting Mall,3.0,62
1883,Saigon Deli,4.5,738
1884,Big Gay Ice Cream,3.5,404
1885,The PokéSpot,4.0,99
1886,Garden District Shoe Repair,2.5,34
1887,Pearl Cafe,4.5,374
1888,IL Granaio - Phoenixville,4.5,193
1889,Orangetheory Fitness Westchase - Tampa,3.5,17
1890,Nifty Fifty's,3.5,335
1891,Saints And Sinners,3.5,796
1892,Stearns Wharf,4.0,297
1893,Cinemark University City Penn 6,2.5,244
1894,Rita's Italian Ice,4.0,86
1895,Dook's Place,3.0,302
1896,Bloomingdale Regional Library,4.0,14
1897,Humpty's Dumplings,4.0,302
1898,Saladworks,3.5,20
1899,Pearl Salon,4.0,150
1900,Red Roof PLUS+ Nashville Airport,3.0,63
1901,City Winery - Philadelphia,2.5,144
1902,Purity Body Arts,4.5,127
1903,Frosty Falls Ice Cream,4.0,31
1904,Ritz Five,4.0,131
1905,The Sutler Saloon,3.5,381
1906,Kiwi Frozen Yogurt,3.5,124
1907,Volvér,3.5,155
1908,Deb's Coney Café,4.0,9
1909,Stoney's Bar & Package Lounge,4.0,5
1910,Trenasse,4.0,1059
1911,Coco Blue,3.0,36
1912,Spellbound Brewing,4.0,91
1913,El Taco Tote,4.0,209
1914,Coffee N’ Comics,5.0,110
1915,1010 Pizza & Grill,4.0,73
1916,Riccobono's Peppermill,4.0,111
1917,Stonewood Grill & Tavern,4.0,240
1918,Tum Rub Thai,4.0,89
1919,Bubble Tea Station Cafe,4.0,159
1920,Paladar Latin Kitchen,3.5,527
1921,Simply Art Studios,4.5,6
1922,Condado Tacos,3.5,379
1923,iSurf,5.0,46
1924,All-Pro Carpet & Upholstery Cleaning,5.0,99
1925,Gordon’s Milkshake Bar,4.5,193
1926,Marsh Creek State Park,4.5,50
1927,Ijji Sushi,3.0,623
1928,Enterprise Rent-A-Car,4.0,42
1929,iCreate Cafe,4.5,107
1930,Tucson International Airport - TUS,4.0,415
1931,P J Whelihan's Pub + Restaurant - Medford Lakes,3.0,155
1932,Lucky Peak State Park,3.5,12
1933,MidAtlantic Restaurant & Tap Room,3.0,79
1934,Nooddi-Thai Chef,2.5,14
1935,Tappers Arcade Bar,4.5,218
1936,Hoof + Fin,4.0,68
1937,Liberty Bell Center,4.0,618
1938,Hibachi of Valley Forge,3.0,121
1939,Olive Garden Italian Restaurant,2.5,83
1940,Burger 21 - Carrollwood,3.5,270
1941,Positano Coast by Aldo Lamberti,3.5,689
1942,Royal Pin Woodland,3.5,157
1943,Bryn Mawr Film Institute,4.0,71
1944,Sakura Japanese Sushi Restaurant,4.5,178
1945,Pottery Barn,2.0,24
1946,Stella Pizza & Restaurant,3.5,82
1947,Bank Architectural Antiques,3.5,30
1948,Pinnacle Peak,3.5,332
1949,Capdeville,4.0,409
1950,Hotel McCoy,4.5,218
1951,Last Drop,3.0,209
1952,Pokeworks,4.5,20
1953,Ogden Museum of Southern Art,4.5,129
1954,Luke's Lobster Rittenhouse,4.5,1161
1955,Sweet Lucy's Smokehouse,4.5,721
1956,U-Pack Moving,4.0,23
1957,Savaya Coffee Market - La Encantada,4.0,70
1958,Pho Cali Vietnamese Restaurant,3.5,319
1959,Parkway Bakery & Tavern,4.5,2160
1960,Brennan's,4.0,1598
1961,The Billiken Club,3.0,8
1962,Red Robin Gourmet Burgers and Brews,2.5,124
1963,Candlelight Dance Club,4.0,7
1964,Amelia's Tea & Holly,4.0,13
1965,ZolliKoffee,4.5,94
1966,Outback Steakhouse,3.0,80
1967,Honey's Sit N Eat,4.0,691
1968,First Class Luxury Limos,5.0,17
1969,Good Karma Cafe,4.0,217
1970,New Harmony Vegetarian Restaurant,4.0,327
1971,The Continental Restaurant and Martini Bar,4.0,638
1972,Walmart Supercenter,2.0,158
1973,Brophy Bros - Santa Barbara,4.0,2940
1974,Christ Church,4.5,44
1975,Tampa Bay Downs,3.5,68
1976,Ten Asian Food Hall,3.5,74
1977,The Original Mels - Reno,3.0,269
1978,Chris' Jazz Cafe,3.5,252
1979,Grimaldi's Pizzeria,3.5,239
1980,Zavino,4.0,843
1981,Buckman's Ski and Snowboard Shop - Ardmore,3.5,30
1982,Shipley Do-Nuts,4.5,26
1983,U-Haul Moving & Storage of Double Diamond,2.0,41
1984,Hatville Deli,4.5,76
1985,KFC,1.5,28
1986,Papier Plume,4.5,59
1987,Uncle Giuseppe's,4.5,184
1988,Moo Tattoo,4.0,47
1989,Mitchell & Ness,2.5,71
1990,Pistola's Del Sur,4.0,119
1991,Advance Lock Company,5.0,8
1992,Chipotle Mexican Grill,2.5,146
1993,Gumbo Shop,4.0,3902
1994,Pho & Cafe Viet Huong,3.5,242
1995,Spa Atlantis,4.0,221
1996,Ale Emporium,4.0,904
1997,McGurk's,4.0,428
1998,The Grill,4.0,933
1999,Nodding Head Brewery & Restaurant,3.5,339
2000,Caffe Aldo Lamberti,4.0,335
2001,Kumo Sushi & Asian Bistro,4.0,252
2002,Kitchen 233,3.0,10
2003,St Charles Tavern,3.0,244
2004,Robert's Christmas Wonderland,4.0,37
2005,Koto Sushi,4.5,280
2006,Fitler Square Park,4.5,20
2007,North Bowl,4.0,484
2008,Taphouse 23,3.5,198
2009,Ideal Market,4.0,42
2010,Romi's Tacos,4.0,280
2011,Trattoria Giuseppe,3.5,411
2012,Triumph Brewing Company,3.5,318
2013,Sucré,4.0,872
2014,LA Nail Bar,4.0,222
2015,Entergy,1.5,57
2016,Mole Poblano Restaurant,4.5,149
2017,Carnival Triumph,3.5,8
2018,Walden's Coffeehouse,4.0,383
2019,Mom's Deli,4.0,218
2020,Maui Jane's Hawaiian Bbq,3.0,52
2021,805 Street Bites,4.5,9
2022,Aperto Restaurant,4.0,11
2023,Dalton Farms,4.5,17
2024,Ramada by Wyndham Reno Hotel and Casino,2.0,239
2025,Camp Bow Wow Meridian,4.0,23
2026,Federhofer's Bakery,4.5,71
2027,Southwest Diner,4.5,753
2028,Marché Artisan Foods,4.5,863
2029,Rally,4.5,76
2030,Uno Pizzeria & Grill,4.0,123
2031,The Satellite Cafe,3.5,158
2032,Axe Throwing Tampa,4.5,26
2033,Aunt Sally's Pralines,4.0,135
2034,Rock 'n' Roll Marathon - New Orleans,4.0,37
2035,Mae Organic Beauty,5.0,16
2036,Pauline Books and Media Metairie,5.0,5
2037,Marsha Brown,4.0,535
2038,The Worker Bee Cafe,4.0,828
2039,Athens Family Restaurant,3.5,355
2040,Einstein Bros. Bagels,2.5,61
2041,The Trolley Stop Cafe,3.5,550
2042,CoAuto,4.5,140
2043,Capitol Car Wash,2.5,26
2044,Santo Mezcal,4.5,990
2045,Aldo's Italian Restaurant,3.0,311
2046,Frey Smoked Meat,3.5,381
2047,CDB's Southside,3.5,22
2048,Lilly's Tacos,4.5,1219
2049,Winn-Dixie,3.0,52
2050,Trader Joe's,4.5,327
2051,Casa Grande Mexican Restaurant & Cantina,4.0,499
2052,Five Guys,3.0,87
2053,Aromatic House of Kabob,3.5,29
2054,Club-Hotel Inn & Suites,3.0,132
2055,Rasa Sayang,4.0,260
2056,Moshulu,3.5,874
2057,Burlington,3.0,6
2058,Wawa,4.5,17
2059,Noble Rice,4.0,218
2060,Chappy's On Church,3.0,92
2061,Aux Petits Delices,4.0,103
2062,Cleopatra Restaurant,4.5,139
2063,Pizza Hut,3.0,26
2064,Gianna Restaurant,4.0,162
2065,La Famiglia,4.0,280
2066,Pierre's Costumes,4.0,41
2067,Studio Red Hair & Nail Salon,3.0,14
2068,Capriotti's Sandwich Shop,4.5,15
2069,Acme Oyster House,4.0,775
2070,Penny's Pizza,4.0,64
2071,Modo Mio,4.0,492
2072,Lew's Farm Market,4.5,6
2073,Apple - Brandon,3.0,96
2074,Devil's Den,3.5,455
2075,Downtown Tattoo,4.5,210
2076,Manjelou's Pizza,3.0,6
2077,Spruce Street Harbor Park,4.0,385
2078,Bacio Italiano,4.0,117
2079,Summerland Beach Cafe,4.0,663
2080,Avenue Cafe,4.0,219
2081,Red Poke Express,4.5,127
2082,Nom Nom Ramen,4.0,531
2083,La Roca,3.0,195
2084,Cafe L'Aube,4.0,9
2085,Pica's Restaurant of Upper Darby,4.0,264
2086,Eat Right,5.0,45
2087,Abruzzo Italian Bistro,3.5,25
2088,Ming's Coffee & Tea,4.5,112
2089,Falls Taproom,3.5,246
2090,Saladworks,2.5,14
2091,Plumstead Inn,3.0,27
2092,Monsú,4.0,309
2093,Yoga Pod Reno,5.0,54
2094,Francoluigi's Pizzeria & Italian Restaurant,4.0,303
2095,Circles Contemporary Thai,3.5,394
2096,Proper Bagel,4.5,517
2097,La Viola,3.5,524
2098,Stephen's On State,2.5,197
2099,Fido,4.0,1260
2100,Swift Half,3.5,82
2101,Chew Man Chu,3.0,42
2102,Coco Blue Spruce,4.5,276
2103,Rite Aid,2.5,26
2104,Grumpy's Grill,4.0,246
2105,Saturday Morning Market,4.5,186
2106,Matoi Sushi,4.0,594
2107,Grillshack Fries and Burgers - East Nashville,4.5,344
2108,Atomic Burger,4.0,333
2109,Seasons 52,4.0,769
2110,Pei Wei,3.0,118
2111,Headhouse Farmers' Market,4.5,53
2112,Bardenay Restaurant & Distillery - Boise,4.0,553
2113,Marathon On the Square,3.5,265
2114,Houlihan's,3.0,203
2115,Melograno,3.5,451
2116,Hyundai of Turnersville,3.0,20
2117,Le Pain Quotidien,3.5,239
2118,PrimoHoagies,3.5,18
2119,Art From Scrap,4.5,28
2120,South Coast Deli- Carrillo,4.0,215
2121,Hattie B's Hot Chicken - Nashville West,4.5,1334
2122,The Portico Cafe,4.5,71
2123,Dutch Alley Artist's Co-op,4.5,31
2124,Rocky Run YMCA,4.0,35
2125,Pêche,4.0,1926
2126,A Full Plate,3.5,135
2127,Jose Pistola's,3.5,488
2128,Amerifence,3.0,36
2129,Larry H. Miller Chrysler Jeep Tucson,2.5,105
2130,Missouri Botanical Garden,4.5,468
2131,Starbucks,3.5,29
2132,Corsair Distillery & Taproom,4.5,216
2133,Park Ride Fly USA,2.0,7
2134,Vie,4.0,22
2135,Cinemark Majestic Cinemas,4.0,45
2136,Boise Co-op North End,4.0,120
2137,AAA Mid-Atlantic,3.5,7
2138,Elixr Coffee Roasters,4.5,810
2139,Tria Cafe Rittenhouse,4.5,880
2140,Aurora Grace,4.5,60
2141,Frederick's Pub & Grill,3.5,19
2142,The Stable,3.0,95
2143,The Florida Aquarium,3.5,624
2144,Team Tire Pros,4.5,115
2145,Fleming’s Prime Steakhouse & Wine Bar,4.5,472
2146,Cathedral Basilica of Saint Louis,5.0,148
2147,Gojo Ethiopian,4.5,228
2148,The Dancing Donut,3.5,209
2149,Staples,3.0,23
2150,DeSano Pizza Bakery,4.5,992
2151,Restaurant Neuf,4.5,65
2152,Bonefish Grill,3.5,138
2153,Capital One Café,4.0,178
2154,Flying M Coffeehouse,4.5,193
2155,Residence Inn by Marriott Reno,3.0,57
2156,Walgreens,3.0,9
2157,Cantwell's Market & Deli,3.0,142
2158,Colney Delicatessen,3.5,18
2159,Country Way Bridal Boutique,3.0,66
2160,Cooper Urgent Care Center - Audubon,2.5,19
2161,Fuji Japanese Restaurant,4.0,119
2162,Que Rica's,4.5,56
2163,Vinnie's Place,4.0,27
2164,In-N-Out Burger,4.0,290
2165,Ijji 2 Sushi & Japanese Steakhouse,3.5,765
2166,Duke and Winston Showroom,4.5,5
2167,Santa Barbara Fish Market,4.0,327
2168,Paper On Pine,3.5,43
2169,BJ's Hair Shop,4.5,135
2170,Arigato Sushi,4.0,980
2171,Petrini's Italian Restaurant - Santa Barbara,4.0,233
2172,Create Cafe & Catering,4.0,43
2173,Maytag Laundromat,4.5,35
2174,Lion's Choice,2.5,10
2175,The Soda Parlor,4.5,353
2176,The Hyde House,4.0,152
2177,Fantastic Nails & Spa,3.5,61
2178,Cabela's,3.5,309
2179,The Green Line Cafe,3.5,197
2180,Safelite AutoGlass,4.0,75
2181,Circles Contemporary Asian,3.5,377
2182,Café Lutecia,4.0,199
2183,Cafe Du Monde Coffee Stand,4.0,140
2184,Iron Hill Brewery & Restaurant,3.5,427
2185,Gray Line Tours,4.0,367
2186,San Xavier Del Bac Mission,4.5,159
2187,Hadramout,4.5,90
2188,Four Green Fields,4.0,218
2189,Twisted Timber Tavern,4.0,71
2190,McDonald's,1.5,19
2191,Melange At Haddonfield,4.0,31
2192,Philadelphia International Airport - PHL,2.5,2149
2193,Campus Candy & Yogurt,3.0,17
2194,Canal Bistro Mediterranean Grille,4.5,378
2195,Super Fitness,4.0,9
2196,Aviana At Tuscany,2.0,53
2197,La Casa Della Pasta,4.0,255
2198,The Island Grille & Raw Bar,4.0,481
2199,Autumn Lake Winery,4.0,21
2200,CP Pinball,5.0,17
2201,South Street Nails,4.0,43
2202,Rex King of Carnival - Parade,4.5,15
2203,Rock 'n' Bowl,4.0,172
2204,Escape The Room Philly,4.5,167
2205,Kitchen 519,4.5,494
2206,Blue Cross RiverRink Winterfest,4.0,67
2207,Huong Tram,4.0,88
2208,Tous Les Jours,4.5,46
2209,Residence Inn by Marriott Philadelphia Center City,3.5,145
2210,La Segunda Bakery & Cafe,4.5,376
2211,Magasin Vietnamese Cafe,4.0,295
2212,Wild Garlic Grill,3.5,968
2213,Cafe L'Aube,4.0,54
2214,Table 31,2.5,127
2215,Brunchery Restaurant & Catering,3.5,274
2216,Ameristar Casino Resort Spa St. Charles,3.0,200
2217,Rumba Island Bar & Grill,4.0,771
2218,Spavia Day Spa - Moorestown,4.0,104
2219,Victoria's Secret,3.0,9
2220,Artiva Hair Salon,4.0,157
2221,Keel Farms,4.0,35
2222,Chickie's & Pete's,3.0,28
2223,GNO Cyclery,3.5,62
2224,II Sons For Men,4.5,66
2225,Great Clips,3.0,44
2226,Spudnuts & Bagels,4.5,292
2227,Whole Hog Cafe,4.0,246
2228,Painting with a Twist,4.5,29
2229,Panini's Trattoria,3.5,100
2230,The Legend Classic Irvington Cafe,4.5,234
2231,Planet Fitness,3.0,76
2232,Darling's Coffeehouse & Famous Cheesecakes,4.0,69
2233,Macy's,2.5,57
2234,Paradiso,3.5,117
2235,Sephora,3.5,26
2236,Rosie's Yarn Cellar,4.0,51
2237,P.F. Chang's,3.5,308
2238,China Diner,3.0,131
2239,Champions Sports Bar,3.0,97
2240,Stanley,4.0,2406
2241,Poor Richards,4.0,109
2242,Mariza,4.0,169
2243,Ringpfeil Advanced Dermatology,4.5,175
2244,Vault Brewing,4.0,632
2245,Boise Airport,4.0,373
2246,Music City Rollin Jamboree,4.5,29
2247,McDonald's,2.0,20
2248,Sugarshack,4.0,12
2249,P.F. Chang's,3.0,260
2250,House of Blues New Orleans,3.5,479
2251,Safeway,2.5,81
2252,Tucson Taco Festival,1.5,9
2253,Reforma Modern Mexican Mezcal + Tequila,3.5,478
2254,The Victor's Pub,3.0,128
2255,Izzie's Eatery,4.0,10
2256,World Market,4.0,56
2257,Ca' Dario Pizzeria,4.0,121
2258,Franklin Square,4.0,129
2259,Taco Bell,2.5,13
2260,Deanie's Seafood,3.5,2473
2261,Another Broken Egg Cafe,3.5,359
2262,Crossfit NOLA -Downtown,5.0,22
2263,Fritzel's European Jazz Pub,4.5,432
2264,Fleming’s Prime Steakhouse & Wine Bar,4.0,199
2265,Alfredo's Restaurant,4.0,45
2266,Frankie's South Philadelphia Cheesesteak,4.5,421
2267,Brookhaven Veterinary Hospital,4.0,18
2268,North Tampa Branch Library,3.0,7
2269,Louie's Pizza and Italian Restaurant,3.5,147
2270,Mellow Fellow,4.0,285
2271,CIBO,5.0,132
2272,Little Korea BBQ,4.0,423
2273,Venice Cafe,4.5,167
2274,El Limon,4.5,1001
2275,5th & Taylor,4.5,1088
2276,Bumpa's Seafood,3.5,206
2277,With Love Beer Garden,4.0,5
2278,Savers,3.5,71
2279,Alumni Saint Louis,4.0,103
2280,The Boot Bar and Grill,2.5,81
2281,Millers Luncheonette,4.5,48
2282,The Pretzel Boys,3.0,12
2283,Macy's Furniture Gallery,3.0,17
2284,The Inferno Room,4.0,252
2285,Seven Bar & Kitchen,4.0,353
2286,SoFresh,4.5,304
2287,Pennsylvania Convention Center,3.5,130
2288,Party Host Helpers - Philadelphia,3.5,14
2289,Café Isla,4.0,186
2290,Toothfairy Pediatric Dental - Reno,4.5,21
2291,Brother's Pizza,4.5,8
2292,Scoop Deville,4.0,520
2293,NOLA Restaurant,4.0,2417
2294,PHS Pop Up Garden,4.5,186
2295,Clothes Quarters,4.0,11
2296,Chickie's & Pete's,3.5,238
2297,Nevada Outdoors,4.0,5
2298,World Of Beer,3.0,156
2299,Siri's Thai French Cuisine,4.0,38
2300,Wasabi Reno,3.0,347
2301,Osteria,4.0,877
2302,Good Friend Chinese Restaurant,4.0,20
2303,Cochon Butcher,4.5,3837
2304,The Cheesecake Factory - Indianapolis,3.0,555
