user_id,name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars
302,lindsay,259,2008-07-03 20:01:21,1621,1184,1100,"2008,2009,2010,2011",47,3.14
303,Amy,7,2010-09-21 03:19:39,11,0,1,,0,3.71
304,Felicia,373,2012-06-24 13:58:18,2994,1855,2639,"2014,2015,2016,2017,2018,2019,20,20,2021",148,3.98
305,Shane,2,2013-07-11 12:02:45,1,0,0,,0,3.5
306,Nnick,8,2014-12-20 21:05:04,2,2,0,,0,4.13
307,Patricia,2,2010-11-30 02:27:37,4,1,1,,0,3.0
308,Cindy,40,2016-03-24 22:06:14,6,3,0,,1,4.85
309,Carmelle,4,2017-01-26 15:23:11,3,0,1,,0,5.0
310,Brenda,371,2015-06-22 23:17:17,1030,292,801,"2017,2018,2019,20,20,2021",56,4.28
311,Jack,150,2009-03-09 23:01:13,138,33,53,,5,4.13
312,Frank,2,2011-01-03 01:27:54,1,0,0,,1,5.0
313,Jessica,4,2017-03-05 22:20:41,1,0,0,,0,4.5
314,Tiffany,339,2016-01-02 22:04:40,768,133,402,"2017,2018,2019,20,20,2021",32,4.0
315,Nicolai,87,2012-09-21 02:01:27,86,47,28,,1,4.09
316,David,1,2016-05-07 22:31:06,15,0,0,,1,1.0
317,Shawn,128,2014-05-04 21:45:13,877,399,779,"2015,2016,2017,2018,2019,20,20",55,4.68
318,Brittany,68,2015-05-01 13:23:27,33,3,13,,2,4.56
319,Julien,2,2016-01-30 16:34:25,1,0,0,,0,3.0
320,Kellie,1,2011-12-26 21:57:25,0,0,0,,0,1.0
321,Ahmed,3,2015-12-23 15:01:27,0,0,0,,2,4.0
322,Jae,1,2015-08-20 17:33:35,0,0,0,,1,5.0
323,Diana,314,2015-11-26 02:27:04,1686,1058,1359,"2016,2017,2018",20,3.94
324,Kelsey,1,2011-10-03 18:34:29,0,0,0,,0,1.0
325,Megan,2,2019-04-07 12:01:03,4,0,2,,0,5.0
326,Sarah,5,2016-12-18 20:42:48,0,0,0,,0,3.86
327,Brian,20,2014-08-31 19:21:25,23,0,2,,0,2.91
328,Neena,173,2008-08-27 18:39:49,264,43,126,"2011,2012,2013,2014,2015",10,4.33
329,Walker,714,2008-10-24 18:51:10,2018,1008,1394,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",51,4.48
330,Michael,73,2010-11-11 02:47:28,139,37,67,,9,4.03
331,Angela,344,2007-07-21 18:43:46,791,351,415,"2009,2010",47,3.5
332,Sandra,310,2009-08-17 16:15:13,453,97,305,"2010,2011,2016,2017,2018,2019,20,20,2021",23,4.13
333,Luca,79,2008-11-19 19:19:21,130,53,57,,11,3.93
334,jason,108,2008-03-24 22:20:19,280,81,46,2021,40,3.59
335,Gina,25,2012-02-25 23:56:44,28,3,21,,5,4.68
336,Emily,204,2010-01-20 20:10:41,502,223,245,"2011,2012,2013,2014,2015,2016",89,4.29
337,Kels,45,2011-11-06 19:30:40,24,6,6,,2,3.96
338,leonard,21,2009-11-19 15:56:32,27,2,9,,0,5.0
339,Alyssa,2,2015-02-28 00:48:12,1,0,0,,1,5.0
340,Kristian,62,2017-07-22 21:31:57,1090,367,935,"20,20,2021",420,4.52
341,Katelyn,123,2011-12-23 04:37:45,183,64,66,,5,3.66
342,Caty,3,2016-06-27 20:06:03,3,1,1,,1,3.67
343,Julia,3,2018-09-05 10:13:02,2,0,0,,1,3.67
344,Cory,1,2016-11-14 08:30:05,1,0,0,,0,1.0
345,Katherine,77,2013-08-16 16:15:22,43,11,12,,0,3.53
346,Jared,3,2013-09-29 19:56:17,0,1,1,,0,3.67
347,Lesley,1,2011-11-08 22:03:56,0,0,0,,0,5.0
348,Grey,679,2013-08-19 23:09:49,13799,7919,12893,"2016,2017,2021",166,4.44
349,Gregg,682,2010-02-07 14:32:38,4092,1756,2827,"2015,2016,2017,2018,2019,20,20,2021",311,3.85
350,Grace,4,2017-07-07 13:24:10,1,1,0,,0,4.25
351,Leah,6,2015-07-14 14:35:07,1,0,0,,1,4.0
352,Markus,2,2013-09-23 16:41:30,1,0,0,,0,3.5
353,Glen,293,2015-09-10 01:00:38,7943,4879,7711,"2017,2018,2019,20,20,2021",168,4.46
354,M,4,2013-12-17 22:59:30,1,0,0,,0,5.0
355,Dan,1,2016-07-23 00:33:15,0,0,0,,1,5.0
356,Brian,2,2015-06-11 22:33:24,4,1,1,,0,3.0
357,Sarah,2,2017-02-02 22:48:27,1,0,1,,0,3.5
358,Elyse,6,2017-12-21 17:49:40,4,0,1,,0,5.0
359,Olivia,7,2019-02-21 18:13:51,5,1,1,,0,5.0
360,Ginamarie,11,2015-02-21 23:20:06,4,3,1,,0,1.57
361,Gabby,5,2019-04-20 22:08:19,1,0,0,,0,5.0
362,Sara,3,2013-10-13 13:46:45,8,0,1,,0,2.0
363,Natalie,1,2019-03-24 09:12:31,2,0,0,,0,1.0
364,Brooke,7,2019-08-08 23:20:57,0,2,0,,1,3.71
365,Buddha,265,2010-07-10 01:07:20,475,122,161,"2015,2016,2017,2018,2019,20,20,2021",24,3.91
366,Austin,12,2010-07-08 19:42:41,4,0,3,,0,4.54
367,Brianna,382,2010-07-06 19:48:19,1259,607,607,"2010,2011,2012,2013,2014,2015",39,3.5
368,Rachel,23,2011-03-04 15:57:04,13,2,8,,13,4.5
369,Ashwin,172,2008-05-05 18:18:04,262,77,40,,7,3.16
370,Alex,283,2008-09-13 04:18:13,915,584,731,"20,20,2021",24,4.27
371,MsMichele,340,2008-08-12 08:56:22,1252,636,798,"2012,2013,2014,2015,20,20,2021",123,3.43
372,Sara,634,2010-07-02 03:07:15,1758,580,1134,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",87,4.1
373,Joy,383,2009-06-27 14:21:00,4704,2894,4152,"2014,2015,2016,2017,2018,20,20,2021",146,4.01
374,Lauren,497,2012-03-23 14:14:30,9859,3371,8136,"2018,2019,20,20,2021",178,3.9
375,Michelle,95,2011-02-11 02:35:03,112,14,64,"2019,20,20,2021",9,4.54
376,Jonathan,16,2011-09-20 17:15:57,24,8,3,,0,3.38
377,Amber,138,2011-03-07 03:04:54,209,112,129,"2014,2015,2016",28,4.01
378,YOKi,67,2009-05-19 07:45:08,92,13,28,,4,3.7
379,Harvey,16,2009-06-19 20:09:31,15,4,6,,0,3.65
380,Kim,51,2012-08-09 04:47:02,28,14,11,,1,4.13
381,Chrissie,211,2014-03-26 18:07:38,532,228,238,"2015,2016,2017",51,3.9
382,Van-Anh,158,2013-09-18 06:53:27,296,144,193,"2015,2016",22,4.39
383,Graham,2,2016-07-03 21:24:04,0,0,0,,0,3.0
384,Cheryl,12,2016-06-26 18:53:21,2,0,1,,0,4.75
385,Caroline,4,2017-01-02 17:04:16,0,0,0,,0,5.0
386,Jonathan,152,2015-01-18 23:02:18,506,187,342,"2016,2017,2018,2019,20,20",57,3.91
387,Jay,2,2013-04-17 21:48:47,0,0,0,,0,5.0
388,Rachel,1,2011-08-10 13:45:00,0,0,0,,0,1.0
389,Jenna,3,2015-06-28 22:34:28,2,1,1,,1,3.67
390,Terin,12,2015-09-06 23:54:59,11,1,1,,0,3.0
391,Melissa,151,2010-10-04 11:02:23,118,36,81,"2019,20,20,2021",6,4.08
392,Kaari,1,2019-02-02 22:52:09,1,0,0,,0,5.0
393,Kimberly,28,2014-08-24 00:05:07,25,6,2,,2,3.51
394,Rae,5,2016-05-12 23:20:20,0,0,1,,0,4.0
395,Tyler,1,2016-01-15 20:03:14,0,0,0,,0,5.0
396,Sung,222,2014-09-20 15:49:41,1695,778,1498,"2018,2019,20,20,2021",26,4.36
397,Allison,78,2011-04-13 04:10:07,87,8,28,2017,2,4.28
398,Alyssa,4,2017-05-03 22:07:00,2,0,0,,0,3.5
399,Olivia,2,2013-09-21 23:22:54,1,0,0,,0,2.0
400,Jason,1,2009-11-24 13:55:49,0,0,0,,0,5.0
401,Stephanie,3,2016-05-25 15:33:26,3,0,0,,0,5.0
402,Noname,3,2017-10-29 07:11:36,4,0,0,,0,2.0
403,Michael,82,2011-06-06 22:20:54,91,38,20,,4,3.19
404,Scott,122,2008-08-15 17:47:57,253,71,69,,7,4.23
405,Gabriel,451,2012-01-08 20:24:57,4365,2782,3589,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",116,4.19
406,Dee,365,2008-07-07 06:33:37,914,428,562,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",24,3.65
407,Amy,5,2010-08-12 19:53:12,15,7,3,,0,2.8
408,Carolyn,29,2010-04-08 16:30:12,25,4,5,,2,3.65
409,Nancy,115,2011-07-15 11:52:05,155,35,74,"2016,2017,2018,20,20,2021",9,4.46
410,Andy,659,2011-05-29 08:12:35,2335,1809,1492,"2012,2013,2014,2015,2016,2017,2018",138,3.9
411,Matthew,2,2015-10-24 17:44:03,0,0,1,,1,2.67
412,Kelsey,15,2012-05-11 05:09:57,18,0,0,,2,3.93
413,Geoffrey,17,2014-05-02 15:01:24,47,13,10,,1,4.18
414,Hana,4,2014-09-07 16:46:29,3,1,3,,2,5.0
415,Rita,1,2015-09-14 03:16:18,0,0,0,,1,1.0
416,Elliot,2,2015-08-26 16:08:38,1,0,0,,0,5.0
417,Allie,173,2016-01-02 21:57:30,491,176,277,"2016,2017,2018,2019,20,20,2021",101,4.24
418,Karissa,15,2019-02-28 02:15:06,4,0,0,,0,3.75
419,Vanessa,2,2015-07-12 15:46:18,1,0,0,,0,5.0
420,Melinda,8,2013-09-12 01:34:23,0,0,1,,0,4.88
421,Nancy,1,2017-05-30 15:32:11,0,0,0,,0,1.0
422,Matthieu,10,2015-11-18 13:30:08,94,196,226,,41,3.82
423,Kelly,128,2015-12-03 01:18:12,339,109,259,"20,20,2021",19,4.25
424,Juliaha,6,2020-04-26 13:22:05,17,4,20,,0,5.0
425,Alex,602,2012-12-30 01:09:18,1595,374,1017,"2013,2014,2015",125,4.11
426,Rob,500,2012-08-28 23:08:36,21221,13563,19721,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",449,3.99
427,Hina,14,2014-01-20 21:22:13,8,0,1,,0,4.47
428,Alex,7,2015-08-17 01:07:58,2,0,1,,0,4.29
429,Matt,14,2014-01-25 05:00:30,24,3,1,,2,3.86
430,Samantha,19,2019-01-04 21:41:28,6,1,1,,0,4.13
431,Jonathan,9,2016-01-26 00:45:40,14,3,1,,1,3.67
432,Bac,6,2012-10-14 02:40:32,2,4,1,,0,4.0
433,Alex,1,2018-10-07 12:28:58,0,0,0,,0,3.0
434,Ashley,59,2013-10-03 21:40:36,102,15,28,"2016,2017",9,4.03
435,Candra,1,2016-11-18 16:02:13,0,0,0,,0,5.0
436,Jana,1,2016-06-28 21:04:30,5,0,0,,0,1.0
437,Mackenzie,4,2016-07-07 04:12:44,2,1,1,,0,5.0
438,Karly,20,2015-12-28 20:46:54,4,0,3,,0,4.32
439,Angela,2,2013-09-27 14:34:46,3,0,0,,0,3.0
440,Chris,5,2012-10-23 00:19:04,1,0,0,,0,3.17
441,Nancy,4,2014-12-14 00:34:26,5,0,3,,0,5.0
442,L,6,2011-07-26 23:27:49,21,15,16,,0,4.33
443,Amy,15,2016-02-24 17:34:53,9,3,2,,0,3.31
